Image_name,Class
B_1_0.jpg,Kanji
B_1_1.jpg,Kanji
B_1_10.jpg,Kanji
B_1_100.jpg,Kana
B_1_101.jpg,Kanji
B_1_102.jpg,Kanji
B_1_103.jpg,Kana
B_1_104.jpg,Kanji
B_1_105.jpg,Kanji
B_1_106.jpg,Kanji
B_1_107.jpg,Kana
B_1_108.jpg,Kana
B_1_109.jpg,Kana
B_1_11.jpg,Kanji
B_1_110.jpg,Kana
B_1_111.jpg,Kana
B_1_112.jpg,Kana
B_1_113.jpg,Kanji
B_1_114.jpg,Kana
B_1_115.jpg,Kanji
B_1_116.jpg,Kanji
B_1_117.jpg,Kanji
B_1_118.jpg,Kanji
B_1_119.jpg,Kanji
B_1_12.jpg,Kanji
B_1_120.jpg,Kanji
B_1_121.jpg,Kana
B_1_122.jpg,Kanji
B_1_123.jpg,Kanji
B_1_124.jpg,Kanji
B_1_125.jpg,Kana
B_1_126.jpg,Kanji
B_1_127.jpg,Kanji
B_1_128.jpg,Kana
B_1_13.jpg,Kanji
B_1_14.jpg,Kana
B_1_15.jpg,Kana
B_1_16.jpg,Kanji
B_1_17.jpg,Kana
B_1_18.jpg,Kanji
B_1_19.jpg,Kanji
B_1_2.jpg,Kanji
B_1_20.jpg,Kanji
B_1_21.jpg,Kana
B_1_22.jpg,Kanji
B_1_23.jpg,Kana
B_1_24.jpg,Kana
B_1_25.jpg,Kanji
B_1_26.jpg,Kanji
B_1_27.jpg,Kanji
B_1_28.jpg,Kana
B_1_29.jpg,Kanji
B_1_3.jpg,Kanji
B_1_30.jpg,Kana
B_1_31.jpg,Kana
B_1_32.jpg,Kanji
B_1_33.jpg,Kana
B_1_34.jpg,Kanji
B_1_35.jpg,Kanji
B_1_36.jpg,Kanji
B_1_37.jpg,Kanji
B_1_38.jpg,Kanji
B_1_39.jpg,Kana
B_1_4.jpg,Kanji
B_1_40.jpg,Kanji
B_1_41.jpg,Kana
B_1_42.jpg,Kanji
B_1_43.jpg,Kana
B_1_44.jpg,Kanji
B_1_45.jpg,Kanji
B_1_46.jpg,Kanji
B_1_47.jpg,Kana
B_1_48.jpg,Kanji
B_1_49.jpg,Kanji
B_1_5.jpg,Kanji
B_1_50.jpg,Kana
B_1_51.jpg,Kanji
B_1_52.jpg,Kanji
B_1_53.jpg,Kanji
B_1_54.jpg,Kanji
B_1_55.jpg,Kanji
B_1_56.jpg,Kanji
B_1_57.jpg,Kana
B_1_58.jpg,Kana
B_1_59.jpg,Kanji
B_1_6.jpg,Kana
B_1_60.jpg,Kanji
B_1_61.jpg,Kanji
B_1_62.jpg,Kana
B_1_63.jpg,Kanji
B_1_64.jpg,Kanji
B_1_65.jpg,Kanji
B_1_66.jpg,Kana
B_1_67.jpg,Kanji
B_1_68.jpg,Kanji
B_1_69.jpg,Kanji
B_1_7.jpg,Kana
B_1_70.jpg,Kana
B_1_71.jpg,Kanji
B_1_72.jpg,Kanji
B_1_73.jpg,Kana
B_1_74.jpg,Kanji
B_1_75.jpg,Kanji
B_1_76.jpg,Kanji
B_1_77.jpg,Kana
B_1_78.jpg,Kana
B_1_79.jpg,Kana
B_1_8.jpg,Kana
B_1_80.jpg,Kana
B_1_81.jpg,Kanji
B_1_82.jpg,Kana
B_1_83.jpg,Kana
B_1_84.jpg,Kana
B_1_85.jpg,Kana
B_1_86.jpg,Kana
B_1_87.jpg,Kanji
B_1_88.jpg,Kanji
B_1_89.jpg,Kana
B_1_9.jpg,Kana
B_1_90.jpg,Kanji
B_1_91.jpg,Kana
B_1_92.jpg,Kanji
B_1_93.jpg,Kanji
B_1_94.jpg,Kana
B_1_95.jpg,Kanji
B_1_96.jpg,Kana
B_1_97.jpg,Kanji
B_1_98.jpg,Kanji
B_1_99.jpg,Kanji
B_2_0.jpg,Kanji
B_2_1.jpg,Kanji
B_2_10.jpg,Kanji
B_2_100.jpg,Kana
B_2_101.jpg,Kanji
B_2_102.jpg,Kanji
B_2_103.jpg,Kanji
B_2_104.jpg,Kanji
B_2_105.jpg,Kanji
B_2_11.jpg,Kanji
B_2_12.jpg,Kana
B_2_13.jpg,Kanji
B_2_14.jpg,Kanji
B_2_15.jpg,Kanji
B_2_16.jpg,Kanji
B_2_17.jpg,Kanji
B_2_18.jpg,Kana
B_2_19.jpg,Kanji
B_2_2.jpg,Kanji
B_2_20.jpg,Kanji
B_2_21.jpg,Kanji
B_2_22.jpg,Kanji
B_2_23.jpg,Kanji
B_2_24.jpg,Kanji
B_2_25.jpg,Kanji
B_2_26.jpg,Kana
B_2_27.jpg,Kanji
B_2_28.jpg,Kana
B_2_29.jpg,Kanji
B_2_3.jpg,Kanji
B_2_30.jpg,Kanji
B_2_31.jpg,Kanji
B_2_32.jpg,Kanji
B_2_33.jpg,Kanji
B_2_34.jpg,Kanji
B_2_35.jpg,Kanji
B_2_36.jpg,Kanji
B_2_37.jpg,Kanji
B_2_38.jpg,Kanji
B_2_39.jpg,Kanji
B_2_4.jpg,Kanji
B_2_40.jpg,Kanji
B_2_41.jpg,Kanji
B_2_42.jpg,Kanji
B_2_43.jpg,Kanji
B_2_44.jpg,Kanji
B_2_45.jpg,Kanji
B_2_46.jpg,Kanji
B_2_47.jpg,Kanji
B_2_48.jpg,Kanji
B_2_49.jpg,Kanji
B_2_5.jpg,Kanji
B_2_50.jpg,Kanji
B_2_51.jpg,Kanji
B_2_52.jpg,Kanji
B_2_53.jpg,Kanji
B_2_54.jpg,Kanji
B_2_55.jpg,Kanji
B_2_56.jpg,Kanji
B_2_57.jpg,Kanji
B_2_58.jpg,Kanji
B_2_59.jpg,Kanji
B_2_6.jpg,Kanji
B_2_60.jpg,Kanji
B_2_61.jpg,Kanji
B_2_62.jpg,Kanji
B_2_63.jpg,Kanji
B_2_64.jpg,Kanji
B_2_65.jpg,Kanji
B_2_66.jpg,Kanji
B_2_67.jpg,Kanji
B_2_68.jpg,Kanji
B_2_69.jpg,Kanji
B_2_7.jpg,Kanji
B_2_70.jpg,Kanji
B_2_71.jpg,Kanji
B_2_72.jpg,Kanji
B_2_73.jpg,Kanji
B_2_74.jpg,Kanji
B_2_75.jpg,Kanji
B_2_76.jpg,Kanji
B_2_77.jpg,Kana
B_2_78.jpg,Kanji
B_2_79.jpg,Kanji
B_2_8.jpg,Kanji
B_2_80.jpg,Kana
B_2_81.jpg,Kanji
B_2_82.jpg,Kanji
B_2_83.jpg,Kanji
B_2_84.jpg,Kanji
B_2_85.jpg,Kanji
B_2_86.jpg,Kana
B_2_87.jpg,Kana
B_2_88.jpg,Kanji
B_2_89.jpg,Kanji
B_2_9.jpg,Kanji
B_2_90.jpg,Kanji
B_2_91.jpg,Kanji
B_2_92.jpg,Kanji
B_2_93.jpg,Kanji
B_2_94.jpg,Kanji
B_2_95.jpg,Kanji
B_2_96.jpg,Kanji
B_2_97.jpg,Kanji
B_2_98.jpg,Kanji
B_2_99.jpg,Kana
B_3_0.jpg,Kana
B_3_1.jpg,Kana
B_3_10.jpg,Kanji
B_3_11.jpg,Kanji
B_3_12.jpg,Kana
B_3_13.jpg,Kana
B_3_14.jpg,Kanji
B_3_15.jpg,Kana
B_3_16.jpg,Kana
B_3_17.jpg,Kanji
B_3_18.jpg,Kana
B_3_19.jpg,Kana
B_3_2.jpg,Kana
B_3_20.jpg,Kana
B_3_21.jpg,Kana
B_3_22.jpg,Kana
B_3_23.jpg,Kana
B_3_24.jpg,Kanji
B_3_25.jpg,Kanji
